"","County Name","CBSA","CBSA Name","ZIP","area_rent_br0","area_rent_br1","area_rent_br2","area_rent_br3","area_rent_br4","year"
"560","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98418,660,750,900,1270,1550,2012
"561","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98421,690,790,950,1340,1640,2012
"562","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98422,850,960,1160,1640,2000,2012
"563","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98424,630,710,860,1220,1480,2012
"564","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98430,690,790,950,1340,1640,2012
"565","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98433,970,1110,1330,1880,2300,2012
"566","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98438,690,790,950,1340,1640,2012
"567","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98439,560,640,770,1090,1330,2012
"568","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98443,850,970,1170,1650,2020,2012
"569","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98444,580,660,800,1130,1380,2012
"570","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98445,750,860,1030,1460,1780,2012
"571","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98446,680,770,930,1310,1610,2012
"572","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98447,690,790,950,1340,1640,2012
"573","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98465,610,690,830,1170,1430,2012
"574","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98466,690,780,940,1330,1620,2012
"575","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98467,650,740,890,1260,1540,2012
"576","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98498,630,720,870,1230,1500,2012
"577","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98499,580,660,790,1120,1360,2012
"578","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98558,690,790,950,1340,1640,2012
"579","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98580,690,780,940,1330,1620,2012
"580","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98221,630,780,970,1330,1660,2012
"581","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98222,600,740,920,1260,1570,2012
"582","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98229,600,740,920,1260,1570,2012
"583","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98232,810,1000,1240,1700,2120,2012
"584","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98233,610,750,930,1270,1590,2012
"585","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98235,490,610,760,1040,1300,2012
"586","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98237,560,690,860,1180,1470,2012
"587","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98238,600,740,920,1260,1570,2012
"588","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98241,520,640,800,1090,1370,2012
"589","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98255,460,570,710,970,1210,2012
"590","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98257,610,750,930,1270,1590,2012
"591","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98263,380,480,590,810,1010,2012
"592","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98267,600,740,920,1260,1570,2012
"593","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98273,570,700,870,1190,1490,2012
"594","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98274,620,770,950,1300,1620,2012
"595","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98283,620,770,950,1300,1620,2012
"596","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98284,580,720,890,1220,1520,2012
"597","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98292,600,740,920,1260,1570,2012
"598","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98012,920,1050,1260,1780,2170,2012
"599","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98019,1070,1220,1470,2080,2540,2012
"600","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98020,790,900,1080,1530,1860,2012
"601","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98021,950,1090,1310,1850,2260,2012
"602","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98026,740,850,1020,1440,1760,2012
"603","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98036,720,820,990,1400,1710,2012
"604","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98037,750,860,1030,1460,1780,2012
"605","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98043,740,850,1020,1440,1760,2012
"606","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98046,770,870,1050,1480,1810,2012
"607","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98072,840,960,1150,1620,1980,2012
"608","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98077,1130,1290,1550,2190,2680,2012
"609","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98082,770,870,1050,1480,1810,2012
"610","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98087,850,970,1170,1650,2020,2012
"611","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98201,610,700,840,1190,1450,2012
"612","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98203,700,800,960,1360,1660,2012
"613","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98204,690,790,950,1340,1640,2012
"614","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98205,850,960,1160,1640,2000,2012
"615","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98206,770,870,1050,1480,1810,2012
"616","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98207,770,870,1050,1480,1810,2012
"617","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98208,780,890,1070,1510,1850,2012
"618","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98213,770,870,1050,1480,1810,2012
"619","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98223,740,850,1020,1440,1760,2012
"620","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98241,610,690,830,1170,1430,2012
"621","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98251,930,1060,1280,1810,2210,2012
"622","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98252,650,740,890,1260,1540,2012
"623","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98256,770,870,1050,1480,1810,2012
"624","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98258,940,1070,1290,1820,2230,2012
"625","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98270,750,860,1030,1460,1780,2012
"626","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98271,900,1020,1230,1740,2120,2012
"627","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98272,830,950,1140,1610,1970,2012
"628","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98275,870,990,1190,1680,2050,2012
"629","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98282,770,870,1050,1480,1810,2012
"630","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98290,680,770,930,1310,1610,2012
"631","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98292,610,700,840,1190,1450,2012
"632","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98294,770,880,1060,1500,1830,2012
"633","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98296,1020,1160,1400,1980,2420,2012
"634","Spokane County","44060","Spokane, WA MSA",99001,430,510,670,920,1040,2012
"635","Spokane County","44060","Spokane, WA MSA",99003,430,500,660,910,1030,2012
"636","Spokane County","44060","Spokane, WA MSA",99004,430,510,670,920,1040,2012
"637","Spokane County","44060","Spokane, WA MSA",99005,490,580,760,1040,1180,2012
"638","Spokane County","44060","Spokane, WA MSA",99006,540,640,840,1150,1310,2012
"639","Spokane County","44060","Spokane, WA MSA",99008,490,580,760,1040,1180,2012
"640","Spokane County","44060","Spokane, WA MSA",99009,480,560,740,1020,1150,2012
"641","Spokane County","44060","Spokane, WA MSA",99011,730,860,1130,1550,1760,2012
"642","Spokane County","44060","Spokane, WA MSA",99012,480,560,740,1020,1150,2012
"643","Spokane County","44060","Spokane, WA MSA",99013,490,580,760,1040,1180,2012
"644","Spokane County","44060","Spokane, WA MSA",99014,490,580,760,1040,1180,2012
"645","Spokane County","44060","Spokane, WA MSA",99016,490,570,750,1030,1170,2012
"646","Spokane County","44060","Spokane, WA MSA",99018,490,580,760,1040,1180,2012
"647","Spokane County","44060","Spokane, WA MSA",99019,650,770,1010,1390,1570,2012
"648","Spokane County","44060","Spokane, WA MSA",99020,490,580,760,1040,1180,2012
"649","Spokane County","44060","Spokane, WA MSA",99021,560,650,860,1180,1340,2012
"650","Spokane County","44060","Spokane, WA MSA",99022,430,510,670,920,1040,2012
"651","Spokane County","44060","Spokane, WA MSA",99023,490,580,760,1040,1180,2012
"652","Spokane County","44060","Spokane, WA MSA",99025,580,680,900,1240,1400,2012
"653","Spokane County","44060","Spokane, WA MSA",99026,510,600,790,1080,1230,2012
"654","Spokane County","44060","Spokane, WA MSA",99027,730,860,1130,1550,1760,2012
"655","Spokane County","44060","Spokane, WA MSA",99029,490,580,760,1040,1180,2012
"656","Spokane County","44060","Spokane, WA MSA",99030,530,620,820,1130,1280,2012
"657","Spokane County","44060","Spokane, WA MSA",99031,420,490,650,890,1010,2012
"658","Spokane County","44060","Spokane, WA MSA",99032,490,580,760,1040,1180,2012
"659","Spokane County","44060","Spokane, WA MSA",99033,490,580,760,1040,1180,2012
"660","Spokane County","44060","Spokane, WA MSA",99036,490,580,760,1040,1180,2012
"661","Spokane County","44060","Spokane, WA MSA",99037,500,580,770,1060,1200,2012
"662","Spokane County","44060","Spokane, WA MSA",99039,490,580,760,1040,1180,2012
"663","Spokane County","44060","Spokane, WA MSA",99110,490,580,760,1040,1180,2012
"664","Spokane County","44060","Spokane, WA MSA",99156,490,580,760,1040,1180,2012
"665","Spokane County","44060","Spokane, WA MSA",99170,490,580,760,1040,1180,2012
"666","Spokane County","44060","Spokane, WA MSA",99201,380,450,590,810,920,2012
"667","Spokane County","44060","Spokane, WA MSA",99202,460,540,710,970,1110,2012
"668","Spokane County","44060","Spokane, WA MSA",99203,540,630,830,1140,1290,2012
"669","Spokane County","44060","Spokane, WA MSA",99204,380,440,580,800,900,2012
"670","Spokane County","44060","Spokane, WA MSA",99205,530,620,820,1130,1280,2012
"671","Spokane County","44060","Spokane, WA MSA",99206,480,560,740,1020,1150,2012
"672","Spokane County","44060","Spokane, WA MSA",99207,490,580,760,1040,1180,2012
"673","Spokane County","44060","Spokane, WA MSA",99208,460,540,710,970,1110,2012
"674","Spokane County","44060","Spokane, WA MSA",99212,460,540,710,970,1110,2012
"675","Spokane County","44060","Spokane, WA MSA",99214,490,580,760,1040,1180,2012
"676","Spokane County","44060","Spokane, WA MSA",99216,470,550,720,990,1120,2012
"677","Spokane County","44060","Spokane, WA MSA",99217,510,600,790,1080,1230,2012
"678","Spokane County","44060","Spokane, WA MSA",99218,470,550,720,990,1120,2012
"679","Spokane County","44060","Spokane, WA MSA",99223,520,610,800,1100,1250,2012
"680","Spokane County","44060","Spokane, WA MSA",99224,500,580,770,1060,1200,2012
"681","Spokane County","44060","Spokane, WA MSA",99228,490,580,760,1040,1180,2012
"682","Thurston County","36500","Olympia, WA MSA",98501,590,660,840,1220,1480,2012
"683","Thurston County","36500","Olympia, WA MSA",98502,560,630,810,1180,1420,2012
"684","Thurston County","36500","Olympia, WA MSA",98503,600,670,860,1250,1510,2012
"685","Thurston County","36500","Olympia, WA MSA",98506,600,670,860,1250,1510,2012
"686","Thurston County","36500","Olympia, WA MSA",98507,630,700,900,1310,1580,2012
"687","Thurston County","36500","Olympia, WA MSA",98512,630,710,910,1320,1600,2012
"688","Thurston County","36500","Olympia, WA MSA",98513,720,810,1030,1500,1810,2012
"689","Thurston County","36500","Olympia, WA MSA",98516,660,740,950,1380,1670,2012
"690","Thurston County","36500","Olympia, WA MSA",98530,530,600,760,1100,1330,2012
"691","Thurston County","36500","Olympia, WA MSA",98531,460,520,660,960,1160,2012
"692","Thurston County","36500","Olympia, WA MSA",98568,630,700,900,1310,1580,2012
"693","Thurston County","36500","Olympia, WA MSA",98576,640,720,920,1340,1620,2012
"694","Thurston County","36500","Olympia, WA MSA",98579,570,640,820,1190,1440,2012
"695","Thurston County","36500","Olympia, WA MSA",98589,590,670,850,1230,1490,2012
"696","Thurston County","36500","Olympia, WA MSA",98597,750,840,1070,1550,1880,2012
"697","Whatcom County","13380","Bellingham, WA MSA",98220,610,680,850,1240,1400,2012
"698","Whatcom County","13380","Bellingham, WA MSA",98225,590,650,820,1200,1350,2012
"699","Whatcom County","13380","Bellingham, WA MSA",98226,650,720,900,1310,1480,2012
"700","Whatcom County","13380","Bellingham, WA MSA",98229,610,680,850,1240,1400,2012
"701","Whatcom County","13380","Bellingham, WA MSA",98230,610,670,840,1230,1380,2012
"702","Whatcom County","13380","Bellingham, WA MSA",98237,610,680,850,1240,1400,2012
"703","Whatcom County","13380","Bellingham, WA MSA",98240,840,920,1160,1690,1910,2012
"704","Whatcom County","13380","Bellingham, WA MSA",98244,840,920,1160,1690,1910,2012
"705","Whatcom County","13380","Bellingham, WA MSA",98247,680,750,940,1370,1550,2012
"706","Whatcom County","13380","Bellingham, WA MSA",98248,590,650,820,1200,1350,2012
"707","Whatcom County","13380","Bellingham, WA MSA",98262,510,560,700,1020,1150,2012
"708","Whatcom County","13380","Bellingham, WA MSA",98264,590,650,820,1200,1350,2012
"709","Whatcom County","13380","Bellingham, WA MSA",98266,630,690,870,1270,1430,2012
"710","Whatcom County","13380","Bellingham, WA MSA",98276,610,680,850,1240,1400,2012
"711","Whatcom County","13380","Bellingham, WA MSA",98281,440,490,610,890,1000,2012
"712","Whatcom County","13380","Bellingham, WA MSA",98283,710,780,980,1430,1610,2012
"713","Whatcom County","13380","Bellingham, WA MSA",98284,660,730,920,1340,1510,2012
"714","Whatcom County","13380","Bellingham, WA MSA",98295,710,790,990,1440,1630,2012
"715","Whatcom County","13380","Bellingham, WA MSA",98862,610,680,850,1240,1400,2012
"716","Yakima County","49420","Yakima, WA MSA",98901,410,480,620,820,860,2012
"717","Yakima County","49420","Yakima, WA MSA",98902,440,520,670,880,930,2012
"718","Yakima County","49420","Yakima, WA MSA",98903,480,560,730,960,1010,2012
"719","Yakima County","49420","Yakima, WA MSA",98908,510,600,780,1030,1080,2012
"720","Yakima County","49420","Yakima, WA MSA",98921,460,540,700,920,970,2012
"721","Yakima County","49420","Yakima, WA MSA",98923,380,450,580,760,810,2012
"722","Yakima County","49420","Yakima, WA MSA",98929,460,540,700,920,970,2012
"723","Yakima County","49420","Yakima, WA MSA",98930,470,550,710,940,990,2012
"724","Yakima County","49420","Yakima, WA MSA",98932,510,600,780,1030,1080,2012
"725","Yakima County","49420","Yakima, WA MSA",98933,500,590,760,1000,1060,2012
"726","Yakima County","49420","Yakima, WA MSA",98935,430,500,650,860,900,2012
"727","Yakima County","49420","Yakima, WA MSA",98936,550,640,830,1090,1150,2012
"728","Yakima County","49420","Yakima, WA MSA",98937,500,590,760,1000,1060,2012
"729","Yakima County","49420","Yakima, WA MSA",98938,400,470,610,800,850,2012
"730","Yakima County","49420","Yakima, WA MSA",98939,500,590,760,1000,1060,2012
"731","Yakima County","49420","Yakima, WA MSA",98942,490,570,740,970,1030,2012
"732","Yakima County","49420","Yakima, WA MSA",98944,430,500,650,860,900,2012
"733","Yakima County","49420","Yakima, WA MSA",98947,410,480,620,820,860,2012
"734","Yakima County","49420","Yakima, WA MSA",98948,420,490,630,830,880,2012
"735","Yakima County","49420","Yakima, WA MSA",98951,400,470,610,800,850,2012
"736","Yakima County","49420","Yakima, WA MSA",98952,430,510,660,870,920,2012
"737","Yakima County","49420","Yakima, WA MSA",98953,570,670,870,1150,1210,2012
"738","Yakima County","49420","Yakima, WA MSA",99350,460,540,700,920,970,2012
"739","Benton County","28420","Kennewick-Pasco-Richland, WA MSA",98930,510,590,750,1000,1290,2013
"740","Benton County","28420","Kennewick-Pasco-Richland, WA MSA",98944,530,610,780,1040,1340,2013
"741","Benton County","28420","Kennewick-Pasco-Richland, WA MSA",99320,510,590,750,1000,1290,2013
"742","Benton County","28420","Kennewick-Pasco-Richland, WA MSA",99336,510,590,750,1000,1290,2013
"743","Benton County","28420","Kennewick-Pasco-Richland, WA MSA",99337,550,630,800,1070,1380,2013
"744","Benton County","28420","Kennewick-Pasco-Richland, WA MSA",99338,790,910,1160,1550,2000,2013
"745","Benton County","28420","Kennewick-Pasco-Richland, WA MSA",99345,430,490,630,840,1090,2013
"746","Benton County","28420","Kennewick-Pasco-Richland, WA MSA",99346,530,610,780,1040,1340,2013
"747","Benton County","28420","Kennewick-Pasco-Richland, WA MSA",99350,500,570,730,980,1260,2013
"748","Benton County","28420","Kennewick-Pasco-Richland, WA MSA",99352,590,680,870,1160,1500,2013
"749","Benton County","28420","Kennewick-Pasco-Richland, WA MSA",99353,480,550,700,940,1210,2013
"750","Benton County","28420","Kennewick-Pasco-Richland, WA MSA",99354,560,640,820,1100,1410,2013
"751","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98801,490,610,820,1030,1450,2013
"752","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98807,480,600,810,1020,1430,2013
"753","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98811,480,600,810,1020,1430,2013
"754","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98815,450,560,760,960,1350,2013
"755","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98816,450,560,760,960,1350,2013
"756","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98817,480,600,810,1020,1430,2013
"757","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98821,480,600,810,1020,1430,2013
"758","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98822,430,540,730,920,1290,2013
"759","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98826,540,670,900,1130,1590,2013
"760","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98828,460,570,770,970,1360,2013
"761","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98831,400,500,680,860,1200,2013
"762","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98836,480,600,810,1020,1430,2013
"763","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98847,480,600,810,1020,1430,2013
"764","Chelan County","48300","Wenatchee-East Wenatchee, WA MSA",98852,480,600,810,1020,1430,2013
"765","Cowlitz County","31020","Longview, WA MSA",98581,440,580,710,1050,1260,2013
"766","Cowlitz County","31020","Longview, WA MSA",98601,440,580,710,1050,1260,2013
"767","Cowlitz County","31020","Longview, WA MSA",98603,460,600,740,1090,1310,2013
"768","Cowlitz County","31020","Longview, WA MSA",98609,440,580,710,1050,1260,2013
"769","Cowlitz County","31020","Longview, WA MSA",98611,500,650,800,1180,1420,2013
"770","Cowlitz County","31020","Longview, WA MSA",98616,440,580,710,1050,1260,2013
"771","Cowlitz County","31020","Longview, WA MSA",98625,620,800,990,1460,1750,2013
"772","Cowlitz County","31020","Longview, WA MSA",98626,430,560,690,1020,1220,2013
"773","Cowlitz County","31020","Longview, WA MSA",98632,430,560,690,1020,1220,2013
"774","Cowlitz County","31020","Longview, WA MSA",98645,510,660,810,1190,1430,2013
"775","Cowlitz County","31020","Longview, WA MSA",98649,440,580,710,1050,1260,2013
"776","Cowlitz County","31020","Longview, WA MSA",98674,470,610,750,1110,1330,2013
"777","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98802,510,630,850,1070,1510,2013
"778","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98812,440,550,740,930,1310,2013
"779","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98813,370,470,630,790,1120,2013
"780","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98823,500,620,840,1060,1490,2013
"781","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98830,450,560,760,960,1350,2013
"782","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98843,530,660,890,1120,1580,2013
"783","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98845,500,620,840,1060,1490,2013
"784","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98848,500,620,840,1060,1490,2013
"785","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98850,500,620,840,1060,1490,2013
"786","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98858,460,580,780,980,1380,2013
"787","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",99115,400,500,670,840,1190,2013
"788","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",99116,460,580,780,980,1380,2013
"789","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",99133,400,500,680,860,1200,2013
"790","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99301,500,570,730,980,1260,2013
"791","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99326,460,530,680,910,1170,2013
"792","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99330,610,700,890,1190,1530,2013
"793","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99335,540,620,790,1060,1360,2013
"794","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99343,430,490,630,840,1090,2013
"795","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99344,490,560,720,960,1240,2013
"796","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99359,490,560,720,960,1240,2013
"797","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99371,570,660,840,1120,1450,2013
"798","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98001,970,1130,1380,2030,2440,2013
"799","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98002,650,760,930,1370,1650,2013
"800","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98003,690,800,980,1440,1740,2013
"801","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98004,1000,1170,1430,2110,2530,2013
"802","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98005,840,980,1200,1770,2130,2013
"803","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98006,1070,1250,1530,2250,2710,2013
"804","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98007,910,1070,1300,1920,2300,2013
"805","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98008,1060,1240,1510,2230,2670,2013
"806","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98009,780,910,1110,1640,1970,2013
"807","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98010,460,540,660,970,1170,2013
"808","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98011,840,980,1200,1770,2130,2013
"809","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98014,760,890,1080,1590,1910,2013
"810","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98015,780,910,1110,1640,1970,2013
"811","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98019,1020,1200,1460,2150,2590,2013
"812","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98022,670,790,960,1410,1700,2013
"813","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98023,760,890,1080,1590,1910,2013
"814","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98024,890,1040,1270,1870,2250,2013
"815","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98027,940,1100,1340,1970,2370,2013
"816","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98028,750,880,1070,1580,1900,2013
"817","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98029,1130,1320,1610,2370,2850,2013
"818","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98030,710,830,1010,1490,1790,2013
"819","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98031,790,920,1120,1650,1980,2013
"820","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98032,700,820,1000,1470,1770,2013
"821","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98033,1070,1250,1520,2240,2690,2013
"822","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98034,880,1030,1260,1860,2230,2013
"823","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98035,780,910,1110,1640,1970,2013
"824","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98038,840,980,1200,1770,2130,2013
"825","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98039,780,910,1110,1640,1970,2013
"826","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98040,1030,1210,1470,2170,2600,2013
"827","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98041,780,910,1110,1640,1970,2013
"828","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98042,970,1130,1380,2030,2440,2013
"829","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98045,780,910,1110,1640,1970,2013
"830","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98047,700,820,1000,1470,1770,2013
"831","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98050,780,910,1110,1640,1970,2013
"832","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98051,690,800,980,1440,1740,2013
"833","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98052,980,1150,1400,2060,2480,2013
"834","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98053,1130,1320,1610,2370,2850,2013
"835","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98055,780,910,1110,1640,1970,2013
"836","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98056,740,860,1050,1550,1860,2013
"837","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98057,700,820,1000,1470,1770,2013
"838","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98058,910,1060,1290,1900,2280,2013
"839","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98059,870,1020,1240,1830,2200,2013
"840","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98062,780,910,1110,1640,1970,2013
"841","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98063,780,910,1110,1640,1970,2013
"842","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98064,780,910,1110,1640,1970,2013
"843","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98065,1130,1320,1610,2370,2850,2013
"844","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98068,780,910,1110,1640,1970,2013
"845","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98070,740,870,1060,1560,1880,2013
"846","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98071,780,910,1110,1640,1970,2013
"847","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98072,830,980,1190,1750,2110,2013
"848","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98073,780,910,1110,1640,1970,2013
"849","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98074,1130,1320,1610,2370,2850,2013
"850","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98075,1120,1310,1600,2360,2830,2013
"851","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98077,1110,1300,1580,2330,2800,2013
