"","County Name","CBSA","CBSA Name","ZIP","area_rent_br0","area_rent_br1","area_rent_br2","area_rent_br3","area_rent_br4","year"
"1","Cowlitz County","31020","Longview, WA MSA",98581,480,600,700,1020,1160,2011
"2","Cowlitz County","31020","Longview, WA MSA",98601,480,600,700,1020,1160,2011
"3","Cowlitz County","31020","Longview, WA MSA",98603,450,560,650,950,1080,2011
"4","Cowlitz County","31020","Longview, WA MSA",98609,480,600,700,1020,1160,2011
"5","Cowlitz County","31020","Longview, WA MSA",98611,480,600,700,1020,1160,2011
"6","Cowlitz County","31020","Longview, WA MSA",98616,480,600,700,1020,1160,2011
"7","Cowlitz County","31020","Longview, WA MSA",98625,480,600,700,1020,1160,2011
"8","Cowlitz County","31020","Longview, WA MSA",98626,470,590,680,990,1130,2011
"9","Cowlitz County","31020","Longview, WA MSA",98632,450,560,650,950,1080,2011
"10","Cowlitz County","31020","Longview, WA MSA",98645,510,650,750,1090,1250,2011
"11","Cowlitz County","31020","Longview, WA MSA",98649,480,600,700,1020,1160,2011
"12","Cowlitz County","31020","Longview, WA MSA",98674,480,600,700,1020,1160,2011
"13","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98802,600,630,800,1080,1240,2011
"14","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98812,580,620,780,1050,1210,2011
"15","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98813,510,540,680,920,1060,2011
"16","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98830,580,620,780,1050,1210,2011
"17","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98843,580,620,780,1050,1210,2011
"18","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98845,580,620,780,1050,1210,2011
"19","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98848,580,620,780,1050,1210,2011
"20","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98850,590,620,790,1070,1230,2011
"21","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",98858,580,620,780,1050,1210,2011
"22","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",99115,580,620,780,1050,1210,2011
"23","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",99116,530,560,710,960,1100,2011
"24","Douglas County","48300","Wenatchee-East Wenatchee, WA MSA",99133,580,620,780,1050,1210,2011
"25","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99301,490,530,670,910,1070,2011
"26","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99326,500,550,690,930,1110,2011
"27","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99330,500,550,690,930,1110,2011
"28","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99335,530,580,730,990,1170,2011
"29","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99343,490,530,670,910,1070,2011
"30","Franklin County","28420","Kennewick-Pasco-Richland, WA MSA",99344,500,550,690,930,1110,2011
"31","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98001,1010,1140,1370,1930,2260,2011
"32","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98002,740,840,1000,1410,1650,2011
"33","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98003,750,840,1010,1420,1670,2011
"34","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98004,1100,1240,1490,2100,2460,2011
"35","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98005,900,1020,1220,1720,2010,2011
"36","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98006,1100,1240,1480,2080,2440,2011
"37","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98007,950,1070,1280,1800,2110,2011
"38","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98008,1130,1280,1530,2150,2530,2011
"39","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98010,840,950,1140,1610,1880,2011
"40","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98011,920,1040,1240,1750,2050,2011
"41","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98014,840,950,1140,1610,1880,2011
"42","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98019,840,950,1140,1610,1880,2011
"43","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98022,740,840,1000,1410,1650,2011
"44","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98023,840,940,1130,1590,1870,2011
"45","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98024,840,950,1140,1610,1880,2011
"46","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98027,1010,1140,1370,1930,2260,2011
"47","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98028,790,890,1070,1510,1770,2011
"48","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98029,1240,1390,1670,2350,2760,2011
"49","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98030,760,860,1030,1450,1700,2011
"50","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98031,840,940,1130,1590,1870,2011
"51","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98032,750,840,1010,1420,1670,2011
"52","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98033,1140,1290,1540,2170,2540,2011
"53","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98034,900,1020,1220,1720,2010,2011
"54","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98038,950,1070,1280,1800,2110,2011
"55","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98039,840,950,1140,1610,1880,2011
"56","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98040,1160,1310,1570,2210,2590,2011
"57","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98042,1040,1170,1400,1970,2310,2011
"58","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98045,840,950,1140,1610,1880,2011
"59","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98047,750,840,1010,1420,1670,2011
"60","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98051,840,950,1140,1610,1880,2011
"61","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98052,1040,1170,1400,1970,2310,2011
"62","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98053,1220,1380,1650,2320,2720,2011
"63","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98055,870,990,1180,1660,1950,2011
"64","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98056,810,920,1100,1550,1820,2011
"65","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98057,770,870,1040,1460,1720,2011
"66","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98058,950,1070,1280,1800,2110,2011
"67","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98059,940,1060,1270,1790,2100,2011
"68","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98065,840,950,1140,1610,1880,2011
"69","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98068,840,950,1140,1610,1880,2011
"70","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98070,840,950,1140,1610,1880,2011
"71","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98072,840,940,1130,1590,1870,2011
"72","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98074,840,950,1140,1610,1880,2011
"73","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98075,1240,1390,1670,2350,2760,2011
"74","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98077,840,950,1140,1610,1880,2011
"75","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98092,880,990,1190,1680,1960,2011
"76","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98101,790,890,1070,1510,1770,2011
"77","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98102,800,900,1080,1520,1780,2011
"78","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98103,870,980,1170,1650,1930,2011
"79","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98104,740,840,1000,1410,1650,2011
"80","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98105,780,890,1060,1490,1750,2011
"81","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98106,820,930,1110,1560,1830,2011
"82","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98107,810,910,1090,1530,1800,2011
"83","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98108,770,870,1040,1460,1720,2011
"84","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98109,870,980,1170,1650,1930,2011
"85","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98112,940,1060,1270,1790,2100,2011
"86","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98115,890,1000,1200,1690,1980,2011
"87","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98116,900,1010,1210,1700,2000,2011
"88","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98117,840,950,1140,1610,1880,2011
"89","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98118,740,840,1000,1410,1650,2011
"90","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98119,810,920,1100,1550,1820,2011
"91","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98121,950,1080,1290,1820,2130,2011
"92","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98122,760,860,1030,1450,1700,2011
"93","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98125,740,840,1000,1410,1650,2011
"94","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98126,870,990,1180,1660,1950,2011
"95","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98133,780,890,1060,1490,1750,2011
"96","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98134,840,950,1140,1610,1880,2011
"97","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98136,840,940,1130,1590,1870,2011
"98","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98144,740,840,1000,1410,1650,2011
"99","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98146,760,860,1030,1450,1700,2011
"100","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98148,750,850,1020,1440,1680,2011
"101","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98155,850,960,1150,1620,1900,2011
"102","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98164,840,950,1140,1610,1880,2011
"103","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98166,740,840,1000,1410,1650,2011
"104","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98168,750,850,1020,1440,1680,2011
"105","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98177,1000,1130,1350,1900,2230,2011
"106","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98178,940,1060,1270,1790,2100,2011
"107","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98188,740,840,1000,1410,1650,2011
"108","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98198,740,840,1000,1410,1650,2011
"109","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98199,840,940,1130,1590,1870,2011
"110","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98224,840,950,1140,1610,1880,2011
"111","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98288,840,950,1140,1610,1880,2011
"112","King County","42660","Seattle-Tacoma-Bellevue, WA MSA",98354,840,940,1130,1590,1870,2011
"113","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98110,670,750,920,1320,1440,2011
"114","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98310,600,670,830,1190,1300,2011
"115","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98311,670,760,930,1330,1450,2011
"116","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98312,610,680,840,1200,1310,2011
"117","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98315,850,950,1170,1670,1830,2011
"118","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98329,670,750,920,1320,1440,2011
"119","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98337,670,750,920,1320,1440,2011
"120","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98340,670,750,920,1320,1440,2011
"121","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98342,670,750,920,1320,1440,2011
"122","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98345,670,750,920,1320,1440,2011
"123","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98346,670,750,920,1320,1440,2011
"124","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98353,670,750,920,1320,1440,2011
"125","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98359,670,750,920,1320,1440,2011
"126","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98364,670,750,920,1320,1440,2011
"127","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98366,600,670,830,1190,1300,2011
"128","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98367,700,790,970,1390,1520,2011
"129","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98370,750,840,1030,1470,1610,2011
"130","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98380,670,750,920,1320,1440,2011
"131","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98383,720,800,990,1420,1550,2011
"132","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98392,720,810,1000,1430,1560,2011
"133","Kitsap County","14740","Bremerton-Silverdale, WA MSA",98528,670,750,920,1320,1440,2011
"134","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98092,880,990,1190,1680,1960,2011
"135","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98303,750,840,1010,1420,1670,2011
"136","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98304,750,840,1010,1420,1670,2011
"137","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98321,750,840,1010,1420,1670,2011
"138","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98323,750,840,1010,1420,1670,2011
"139","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98327,1220,1380,1650,2320,2720,2011
"140","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98328,740,840,1000,1410,1650,2011
"141","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98329,750,840,1010,1420,1670,2011
"142","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98330,750,840,1010,1420,1670,2011
"143","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98332,750,840,1010,1420,1670,2011
"144","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98333,750,840,1010,1420,1670,2011
"145","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98335,770,870,1040,1460,1720,2011
"146","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98338,750,840,1010,1420,1670,2011
"147","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98349,750,840,1010,1420,1670,2011
"148","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98351,750,840,1010,1420,1670,2011
"149","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98354,840,940,1130,1590,1870,2011
"150","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98360,900,1010,1210,1700,2000,2011
"151","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98367,750,840,1010,1420,1670,2011
"152","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98371,750,850,1020,1440,1680,2011
"153","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98372,780,890,1060,1490,1750,2011
"154","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98373,850,960,1150,1620,1900,2011
"155","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98374,890,1000,1200,1690,1980,2011
"156","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98375,750,840,1010,1420,1670,2011
"157","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98385,750,840,1010,1420,1670,2011
"158","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98387,860,970,1160,1630,1920,2011
"159","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98388,740,840,1000,1410,1650,2011
"160","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98390,740,840,1000,1410,1650,2011
"161","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98391,1020,1150,1380,1940,2280,2011
"162","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98394,750,840,1010,1420,1670,2011
"163","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98396,750,840,1010,1420,1670,2011
"164","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98402,740,840,1000,1410,1650,2011
"165","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98403,740,840,1000,1410,1650,2011
"166","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98404,760,860,1030,1450,1700,2011
"167","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98405,740,840,1000,1410,1650,2011
"168","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98406,740,840,1000,1410,1650,2011
"169","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98407,740,840,1000,1410,1650,2011
"170","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98408,750,840,1010,1420,1670,2011
"171","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98409,740,840,1000,1410,1650,2011
"172","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98418,740,840,1000,1410,1650,2011
"173","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98421,750,840,1010,1420,1670,2011
"174","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98422,920,1040,1240,1750,2050,2011
"175","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98424,740,840,1000,1410,1650,2011
"176","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98433,1050,1190,1420,2000,2340,2011
"177","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98438,750,840,1010,1420,1670,2011
"178","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98439,750,840,1010,1420,1670,2011
"179","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98443,750,840,1010,1420,1670,2011
"180","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98444,740,840,1000,1410,1650,2011
"181","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98445,810,920,1100,1550,1820,2011
"182","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98446,740,840,1000,1410,1650,2011
"183","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98465,740,840,1000,1410,1650,2011
"184","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98466,750,840,1010,1420,1670,2011
"185","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98467,740,840,1000,1410,1650,2011
"186","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98498,740,840,1000,1410,1650,2011
"187","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98499,740,840,1000,1410,1650,2011
"188","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98558,750,840,1010,1420,1670,2011
"189","Pierce County","42660","Seattle-Tacoma-Bellevue, WA MSA",98580,750,840,1010,1420,1670,2011
"190","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98221,640,800,990,1350,1690,2011
"191","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98222,610,760,940,1290,1600,2011
"192","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98229,610,760,940,1290,1600,2011
"193","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98232,610,760,940,1290,1600,2011
"194","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98233,620,770,950,1300,1620,2011
"195","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98235,610,760,940,1290,1600,2011
"196","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98237,610,760,940,1290,1600,2011
"197","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98238,610,760,940,1290,1600,2011
"198","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98241,550,690,850,1160,1450,2011
"199","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98255,610,760,940,1290,1600,2011
"200","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98257,610,760,940,1290,1600,2011
"201","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98263,610,760,940,1290,1600,2011
"202","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98267,610,760,940,1290,1600,2011
"203","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98273,580,720,890,1220,1520,2011
"204","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98274,630,780,970,1330,1660,2011
"205","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98283,610,760,940,1290,1600,2011
"206","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98284,590,730,910,1240,1550,2011
"207","Skagit County","34580","Mount Vernon-Anacortes, WA MSA",98292,610,760,940,1290,1600,2011
"208","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98012,1000,1130,1350,1900,2230,2011
"209","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98020,850,960,1150,1620,1900,2011
"210","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98021,1040,1170,1400,1970,2310,2011
"211","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98026,810,910,1090,1530,1800,2011
"212","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98036,780,890,1060,1490,1750,2011
"213","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98037,810,920,1100,1550,1820,2011
"214","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98043,810,910,1090,1530,1800,2011
"215","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98046,840,940,1130,1590,1870,2011
"216","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98072,840,940,1130,1590,1870,2011
"217","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98077,840,950,1140,1610,1880,2011
"218","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98082,840,940,1130,1590,1870,2011
"219","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98087,930,1040,1250,1760,2060,2011
"220","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98201,740,840,1000,1410,1650,2011
"221","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98203,750,850,1020,1440,1680,2011
"222","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98204,750,850,1020,1440,1680,2011
"223","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98205,840,940,1130,1590,1870,2011
"224","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98206,840,940,1130,1590,1870,2011
"225","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98208,850,960,1150,1620,1900,2011
"226","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98213,840,940,1130,1590,1870,2011
"227","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98223,810,920,1100,1550,1820,2011
"228","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98241,740,840,1000,1410,1650,2011
"229","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98251,1010,1140,1370,1930,2260,2011
"230","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98252,740,840,1000,1410,1650,2011
"231","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98256,840,940,1130,1590,1870,2011
"232","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98258,1020,1150,1380,1940,2280,2011
"233","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98270,820,930,1110,1560,1830,2011
"234","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98271,980,1100,1320,1860,2180,2011
"235","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98272,900,1020,1220,1720,2010,2011
"236","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98275,940,1060,1270,1790,2100,2011
"237","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98282,840,940,1130,1590,1870,2011
"238","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98290,740,840,1000,1410,1650,2011
"239","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98292,840,940,1130,1590,1870,2011
"240","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98294,840,940,1130,1590,1870,2011
"241","Snohomish County","42660","Seattle-Tacoma-Bellevue, WA MSA",98296,1110,1250,1500,2110,2480,2011
"242","Spokane County","44060","Spokane, WA MSA",99001,430,500,660,910,1030,2011
"243","Spokane County","44060","Spokane, WA MSA",99003,470,550,730,1000,1140,2011
"244","Spokane County","44060","Spokane, WA MSA",99004,430,500,660,910,1030,2011
"245","Spokane County","44060","Spokane, WA MSA",99005,470,550,730,1000,1140,2011
"246","Spokane County","44060","Spokane, WA MSA",99006,470,550,730,1000,1140,2011
"247","Spokane County","44060","Spokane, WA MSA",99008,470,550,730,1000,1140,2011
"248","Spokane County","44060","Spokane, WA MSA",99009,470,550,730,1000,1140,2011
"249","Spokane County","44060","Spokane, WA MSA",99011,710,830,1100,1510,1710,2011
"250","Spokane County","44060","Spokane, WA MSA",99012,470,550,730,1000,1140,2011
"251","Spokane County","44060","Spokane, WA MSA",99013,470,550,730,1000,1140,2011
"252","Spokane County","44060","Spokane, WA MSA",99014,470,550,730,1000,1140,2011
"253","Spokane County","44060","Spokane, WA MSA",99016,470,550,730,1000,1140,2011
"254","Spokane County","44060","Spokane, WA MSA",99018,470,550,730,1000,1140,2011
"255","Spokane County","44060","Spokane, WA MSA",99019,470,550,730,1000,1140,2011
"256","Spokane County","44060","Spokane, WA MSA",99021,540,640,840,1150,1310,2011
"257","Spokane County","44060","Spokane, WA MSA",99022,470,550,730,1000,1140,2011
"258","Spokane County","44060","Spokane, WA MSA",99023,470,550,730,1000,1140,2011
"259","Spokane County","44060","Spokane, WA MSA",99025,470,550,730,1000,1140,2011
"260","Spokane County","44060","Spokane, WA MSA",99026,470,550,730,1000,1140,2011
"261","Spokane County","44060","Spokane, WA MSA",99027,470,550,730,1000,1140,2011
"262","Spokane County","44060","Spokane, WA MSA",99029,470,550,730,1000,1140,2011
"263","Spokane County","44060","Spokane, WA MSA",99030,470,550,730,1000,1140,2011
"264","Spokane County","44060","Spokane, WA MSA",99031,470,550,730,1000,1140,2011
"265","Spokane County","44060","Spokane, WA MSA",99032,470,550,730,1000,1140,2011
"266","Spokane County","44060","Spokane, WA MSA",99033,470,550,730,1000,1140,2011
"267","Spokane County","44060","Spokane, WA MSA",99036,470,550,730,1000,1140,2011
"268","Spokane County","44060","Spokane, WA MSA",99037,490,570,750,1030,1170,2011
"269","Spokane County","44060","Spokane, WA MSA",99039,470,550,730,1000,1140,2011
"270","Spokane County","44060","Spokane, WA MSA",99110,470,550,730,1000,1140,2011
"271","Spokane County","44060","Spokane, WA MSA",99156,470,550,730,1000,1140,2011
"272","Spokane County","44060","Spokane, WA MSA",99170,470,550,730,1000,1140,2011
"273","Spokane County","44060","Spokane, WA MSA",99201,430,500,660,910,1030,2011
"274","Spokane County","44060","Spokane, WA MSA",99202,450,520,690,950,1070,2011
"275","Spokane County","44060","Spokane, WA MSA",99203,520,610,800,1100,1250,2011
"276","Spokane County","44060","Spokane, WA MSA",99204,430,500,660,910,1030,2011
